POSTCODE,LON,LAT
1091,"748,802,793,794,765,745,744,728,707,717","834,797,786,781,711,716,720,721,733,769"
1092,"801,792,794,764,782,789,802,810,837","797,784,781,712,709,696,692,697,768"
1093,"837,845,887,870,856,852,855,856,831,818,807","772,762,748,737,720,701,681,667,670,683,692"
1094,"887,908,900,899,856,854,851,855,862,871,879","747,743,712,668,665,681,700,716,726,737,742"
